review_text,rating,helpful,funny,playtime_forever,playtime_at_review,playtime_last_two_weeks,timestamp,datetime,playtime_forever_hours,playtime_at_review_hours
story is great and i havent had any crashing or glitching. but the combat is atrocious. half the time I get into a fight i loose two soilders and i havent even hit them. the ranges on the weapons makes no sense and even up close with a shotgun ill miss twice then get killed. 5\10 probably wont finish due to gunplay jank,False,0,0,967,539,0,1769388871,2026-01-26 00:54:31,16.116666666666667,8.983333333333333
"It's a fantastic game!  
Good story, atmospheric with appealing isometric graphics. 
You manage your partisans' hideout and send them on missions. 
(don't build the henhouse)   

There are different paths to success in every mission. 
You decide for yourself (already by choosing the Partisans, you sent to Missions), there is no “one way” solution (a problem that some stealth games have). 

At the beginning, ammunition is short and you mostly operate in stealth mode. 
Later when the characters improve with useful abilitys and have better weapons, you better can win real-time battles. At the beginning, they should be avoided, but later on, the shootouts are really fun. Setting up a suitable ambush is exiting. 
The controls take a little getting used to, but they're not nearly as bad as some people here claim.  
You have to give the game a little time to get into it.",True,0,0,2584,2512,0,1768906199,2026-01-20 10:49:59,43.06666666666667,41.86666666666667
"i am lost for words for this game. MOST PATHETIC game ever. TERRIBLE controls. DO NOT DOWNLOAD IT. EXTREMELY ANNOYING.
edit: DO NOT DOWNLOAD THIS GAME. i wish i could give a ZERO.",False,0,0,1332,959,0,1768760250,2026-01-18 18:17:30,22.2,15.983333333333333
"This is a really good and a unique game. Tactical games like this (like Commandos) usually doesn't have a character progression and have restrictions on which character you can pick up to your next mission.

The game also have some unique mechanics like taking cover and automatically shooting the enemies that comes in range. Shooting doesn't alert the whole map like Commandos which I continuously beaten using stealth. With Partisans, you are not afraid of shooting. In fact, you look forward to position your troops at the right location with the right cover to bring hell to your enemies.

Having said that, the game is a little bit rough around some parts. There is not enough information about some of the items you find. I am into the 10th hour and I still don't know what some items do. Some times when I just pick certain abilities, the enemies get alerted without me even using it. It's not a deal breaker but as usual with these types of games, you have to save frequently.

Last thing, I don't know Russian and the whole dialogues are in Russian which makes me a little bit disconnected. I am a bilingual person and English isn't my first language. Honestly it's bold to take a decision like that in modern gaming. I'd have appreciated it if I had the ability to listen to the dialogue in English.

If you enjoy this types of games, you will enjoy everything unique about Partisans 1941.",True,9,0,1339,657,0,1765482665,2025-12-11 19:51:05,22.316666666666666,10.95
"I like the genre and similar games, like Desperados III, very much. However, I cannot recommend this game at all. As others have mentioned, it's ridiculous and frustratingly buggy. It's hard to believe this game passed any form of quality assurance...",False,1,0,1222,1222,0,1765108075,2025-12-07 11:47:55,20.366666666666667,20.366666666666667
"A game thats asks for so much inventory management, the least you could've done is made it pleasant to look at, the UI art style is a bore to look at which kills the rest of the game for me.",False,1,0,635,635,0,1764866627,2025-12-04 16:43:47,10.583333333333334,10.583333333333334
Genuinely a great game and very fun as a strategy game. The only thing I feel this game has as a problem is the lack of auto saves. I cannot fathom a single reason for this game to not have autosaves. The levels are always exactly the same with 0 variation whatsoever. Once you get past a group of enemies there is absolutely no reason the game shouldn't just checkpoint or autosave. It would be different if there was any other mechanic to make the levels more dynamic but since it's always the same any mistake just means redoing exactly the same thing over and over to progress until the next mistake then do everything exactly the same over again. No other modern game makes you have to constantly quicksave or hardsave so it's just not something most players are gonna think about meaning you can very easily spend hours doing exactly the same thing several times in a row. Everything else about the game is great but not having an autosave system on this kind of game just feels really bad.,True,2,0,2071,1891,0,1763809689,2025-11-22 11:08:09,34.516666666666666,31.516666666666666
"Completed the campaign, it took 17 hours. It has some silly bugs. For example it was very frustrating when I did a quest to find an epic weapon and then spent resources fully upgrading it, but for some reason no soldier can shoot with this rifle (Yes, it had the right ammo and it was loaded). The worse thing about this game is that it's filled with Russian propaganda. The Soviet is portrayed as a beautiful magical place with righteous leaders, when in fact Stalin and the communists was the second worse thing to the nazis..",False,4,1,1050,1050,0,1763405054,2025-11-17 18:44:14,17.5,17.5
"It's a good game. I experienced some crashes during the gameplay which would turn things a little bit annoying because I would've just edited some characters equipment and then bang... crash. This leads to losing any sort of progress since the last save. 

So, to avoid this problem, quick save it constantly. The game has it's fair bits of autosaving but not quite enough. 

It's story is not amazing, but it has an OK feeling after all. 

This said, I recommend it, specially in promotions.",True,1,0,1532,1532,0,1761612624,2025-10-28 00:50:24,25.533333333333335,25.533333333333335
"This game has an identity crisis, like some other people have mentioned in reviews. Is this a stealth game or a tactical game? Partisans doesn't know; it really tries to make you think it's a tedious stealth game, but almost every single encounter ends up just being a shootout with awkward controls.

Do I like the game? Sure. 
I definitely wouldn't *recommend* it, though.",False,9,0,162,162,0,1761260840,2025-10-23 23:07:20,2.7,2.7
"It's great to FINALLY kill fascists with the army that ACTUALLY won ww2!

I really loved this game, it's simply beautiful and has GREAT mechanics similar to old-school strategy games which I love, and the thematic is just the best. 

But the devs REALLY need to add hovering over items to show info or compare guns, it's really tiring to right click everytime 

That said, the game is great!",True,20,3,2701,1224,0,1760804544,2025-10-18 16:22:24,45.016666666666666,20.4
" Parkinsons 1941 is the game that you take control of 3 ♥♥♥♥♥♥♥ that they some times walk straight most time don't .tell them to stand against the wall as a group one or two of them decides to enter that building instead . in this game bad design is your worst enemy.

why do you put an loot icon next to pick up the body ? can I just pick up the damn body if I wanna loot the body I can just press I and open my inventory and items in my vicinity ? when you have two or more enemies or bodies in a small area this ♥♥♥♥ just gets in the way。

have your movement and select as the same key is retarded， stop action and show enemy view cone as the same key is ♥♥♥♥♥♥♥ retarded too .

usually when an enemy notice you you can walk away from the sight cone , but if you enter a restroom stall they will instantly be alerted . I guess "" i am just trying to find the bathroom "" excuse don't work in 1941

I will be honest this game is fun even with these flaws but its the little things that make the experience much worse than its .you guys needs to take notes from other games or fire some idiots from your team . maybe both",False,7,4,3513,3276,0,1760368059,2025-10-13 15:07:39,58.55,54.6
"Awesome game. Really interesting. What I like the most is the customization, really like being able to customize each partisan's setup before each mission along with looting system, and been able to enhance the weapons.",True,1,0,4606,3226,0,1759493476,2025-10-03 12:11:16,76.76666666666667,53.766666666666666
"This game can't make up it's mind if it wants to be a Stealth game or a Tactical game, and in this case those elements are pretty exclusive and conflict with one another. I love the fact that it feels like a small resistance group in that you have to build up your camp and be wise with ammo and supplies because you can only obtain and carry so much.

I hate the fact that stealth is forced on you rather than being treated as an acceptable strategy to conserve supplies and ammo. Half the time the missions will begin with stealth that forces you to try and figure out the precise and convoluted ass way you by which you have to reach your objective, only for it to turn into a shoot-out anyway once you get there. It feels more like an extremely tedious puzzle game, and it's not fun.

The class levels are pretty bare bones and don't really offer enough, especially in the way of variety. If the game hadn't been so dead set on shoe-horning in Commandos style stealth mechanics, they probably could have done a lot more on the tactical side and really fleshed out more companions, squad structure, gear, and class levels. Instead what we got was just a woefully average game that barely makes the bar. If you're patient, it's not a bad game, if you want something more action oriented then you're better off going elsewhere.

If they ever open up a modding workshop, I can see a lot of these problems getting sorted and fixed, but I think the game has lost all its thunder by now.",False,34,2,610,610,0,1759410122,2025-10-02 13:02:02,10.166666666666666,10.166666666666666
"The atmosphere of the game is impressive, and the ability to approach missions in different ways really enhances the feeling of guerrilla warfare. I like the classic specialization of the different heroes and the way they can be upgraded. The camp management mechanic is also an interesting idea.

On the other hand, the experience is weakened by technical flaws, such as dump AI that doesn’t notice missing comrades or even an explosion right next to it. The repetitive camp management also tends to slow the gameplay down rather than enrich it.

Still, these shortcomings can be overlooked, because in the end the game’s strengths outweigh them.",True,9,0,851,851,0,1758880949,2025-09-26 10:02:29,14.183333333333334,14.183333333333334
"A more combat-oriented stealth strategy game with cover, freely deployed traps, and chances-to-hit based on each character's level of mastery of certain firearms. If setting up ambushes is not your thing, the game can be played slowly and more-or-less stealthily, attracting enemies one by one with lures and whistling to knife them - and this seems necessary for some achievements - but it is more frustrating that way, in part due to bugs and controls. I experienced quite a few issues with traversal, picking items off the ground, items vanishing from inventory if sorting too quickly, several crashes, and general lack of responsiveness when controlling characters, which hinders swift playing. Literally every action is performed with a simple left click, which becomes problematic when there are multiple interactive objects too close together.

Remember to always perform melee attacks on enemies from behind or from the sides, as they waste almost no time going into ""red"" alerted state when confronted up close, thus probably ruining the achievement run and instantly failing the occasional ""do not be discovered"" mission requirement, even if that enemy is neutralised shortly afterwards. At a distance on Normal difficulty setting, enemies' detection times are pretty forgiving, though. Some enemies turn their heads, and officers have a much wider field of view. Annoyingly, windows are treated as perfectly transparent openings at ""ground level"" and do not hinder enemy vision at all - bodies and characters in a room will get spotted by enemies patrolling outside through a window, even at a considerable distance (though this is mostly only a problem for challenge missions with all modifiers on).  The only way to hide a character by the window reliably is to click to take cover by the window sill. In addition, accidents will always attract nearby and sometimes even pretty remotely positioned enemies, and cause them to go into ""yellow"" search mode.

Each operative gains experience to level up and improve abilities. The descriptions on some of them could be a better, and there does not seem to be a way to reset allocated skill points. Some abilities seem more useful than others, so save in advance to experiment freely.

There is loot to be found in the levels and stashed in the operatives' inventories, even if said loot is pretty scarce in the name of balance. Some of it has to be taken back to base where it gets converted into food and ""supplies"", while some of it can be used in combat - stuff like weapons, ammunition, mines, grenades, lures, and healing items. There are no silenced weapons, but gun shots have limited noise range. There also don't seem to be any heavy weapons. Keep in mind, that loot cannot be placed on the ground or in containers for sorting purposes, only discarded.

Managing the base of operations is a cool concept, but it feels somewhat undercooked. It may eventually start feeling a little tedious having to assign tasks to each squad mate - things like procuring food or supplies, and performing passive ""missions"" with a chance-to-resolve. On the other hand, if you end up feeling some emotional attachment towards the characters, even such basic management along with equipment sorting can add to immersion. Problem is, the characters get very limited exposure because there isn't really any dramatic story here - the campaign feels more like a pack of independent missions and ends pretty abruptly.

The game features an entirely optional Hard mode which disables manual saving, and Missions mode which allows for replaying five levels with modifiers enabled to increase difficulty (only the latter mode has achievements for playing it). Get comfortable with level layouts and game mechanics first because the reinforcements modifier seems pretty savage -  it spawns squads of enemies after certain time intervals, and they just bee-line to engage player characters. Still, it can be fun to run away from them through pre-mined narrow passages.

All in all, it is good when it works, but it really needed more time in development - if for nothing else than to work a bit more consistently.",False,1,1,1438,1438,0,1758042723,2025-09-16 17:12:03,23.966666666666665,23.966666666666665
"After searching for another top down stealth game similar to 63 Days or War Mongrels, I finally decided on this when I found a $4 sale.  It was definitely worth it for the game play.  It's not perfect, but so few of this type of game are perfect.  It is entertaining and engaging for the most part, and sometimes frustrating.  The 'base building' and intermission parts with the stories are almost pointless aside from letting you level up XP and get a few more gadgets.  About halfway through, I was just skipping that because I wanted to get into the levels.  If you find this at a price that's agreeable to you, I think you'll generally enjoy it.",True,0,0,2020,2020,0,1757293474,2025-09-08 01:04:34,33.666666666666664,33.666666666666664
"Partisans 1941 had potential, but it’s a frustrating experience overall.

Achievements are misleading: On Steam, DLC achievements (from Back Into Battle) are mixed right into the base game list. This makes it look like you can unlock things like Missions Mode and Defense Mode, when in reality they’re locked behind paid DLC. If you only own the base game, you’ll never be able to 100% the achievements. It feels unfair and misleading for completionists.

Unresponsive UI: The interface often doesn’t respond properly. Menus lag, commands fail to register, and inventory management is clunky. In a tactics game, where precision and timing are critical, this is unacceptable.

Story & execution fall flat: Compared to Shadow Tactics: Blades of the Shogun, which delivered a far better story, polished UI, and flawless execution, Partisans 1941 feels like a rough imitation rather than a true competitor.

Unless you’re willing to buy extra DLC and tolerate buggy systems, I can’t recommend this game. If you want a polished, challenging, and satisfying tactics experience, play Shadow Tactics instead.",False,16,2,2294,2294,0,1756829135,2025-09-02 16:05:35,38.233333333333334,38.233333333333334
"Bought the game cause I love Mimimi games, but this game is not even close. The game tends to encourage direct combat instead of stealth killing. Bugs make some tasks super easy and others unplayable. Enemy detection is buggy. So many times the enemy instant detect me with no good reason, yet when I throw knife right in front of them they don't care anymore. Hiding in grass sometimes makes you invisible even when they are standing right next to you, other times you are just spotted for no reason. Passive mode is useless. I basically finished the game with 3 characters. In the end I just gave up doing stealth and simply rambo-ed it  all the way through. 2/5",False,6,1,1924,1924,0,1756707868,2025-09-01 06:24:28,32.06666666666667,32.06666666666667
"This game is a modern take on the classic Commandos series, and plays & feels better than even the modern Commandos editions. One great addition is to be able to pause the game, plan an attack or move for each character, then unpause to have all your characters simultaneously perform things. The only minus is perhaps the length and the complexity of missions and characters - they are kind of shorter and much less complex when compared to the old Commandos games. All in all I'd give it 8.5 / 10.",True,3,0,1399,415,0,1756146066,2025-08-25 18:21:06,23.316666666666666,6.916666666666667
"в игре  немецкие концентрационные лагеря  называют gulag. это совершенно не приемлемо. гулаг это Гла́вное управле́ние исправи́тельно-трудовы́х лагере́й. а у немцев концлагеря  назывались Konzentrationslager.  и самое  важное что по назначению лагеря были совершенно разные.  а в этой  игре  пытаются  переписать историю,  уравнивая нацистов с ссср.  и еще  в начале  игры солдата подозреваемого  в  работе  с партизанами ведут в одиночку на расстрел. в реальности не расстреливали особенно в одиночку.  партизан показательно  вешали у всех навиду с табличками, что он партизан.",False,3,0,9,9,0,1756110752,2025-08-25 08:32:32,0.15,0.15
"Игру ещё не прошёл, но в целом нравится. Не смотря на некоторые раздражающие особенности игры и изредка встречающиеся баги игру можно рекомендовать любителям жанра.
Пару раз сталкивался с софтлоком, когда цель миссии не засчитывалась и миссию приходилось перепроходить заново.
Когда вы загружаетесь, маршруты НПС обнуляются. Допустим, вы ждёте, пока солдат начнёт двигаться в нужном вам направлении (а они иногда могут стоять ДЕСЯТКИ секунд), после чего исполняете свою тактику. Но вот что-то пошло не так и вы загружаете и маршрут солдата сбрасывается, он идёт в начальную точку и вам придётся ждать ещё пару десятков секунд, пока он уйдет.
Интерфейс игры очень странно себя ведёт, при нахождении в инвентаре или на складе, когда вы перемещаете вещи, игра постоянно как-будто ненадолго задумывается, что несколько раздражает.
Если вы любите ачивки, игра может вас неприятно удивить. Мне, например, игра не засчитала две ачивки с самого начала игры, хотя остальные, вроде как, пока работают нормально.
Больше половины прокачиваемый уменый выглядят абсолютно бесполезными.
В остальном игра мне нравится, прохожу в основном по стелсу кроме тех моментов, когда это невозможно сделать (например конвои с собакой я не придумал, как раскидать по стелсу).",True,0,0,1250,757,0,1755851243,2025-08-22 08:27:23,20.833333333333332,12.616666666666667
"Partisans 1941 is a tactical stealth strategy game developed by Alter Games and published by Daedalic Entertainment, set against the brutal backdrop of World War II’s Eastern Front. Unlike many titles that focus on large-scale battles or famous military figures, Partisans 1941 zooms in on the gritty, clandestine operations of Soviet partisans fighting against the Nazi occupation. This focus on small-scale, guerrilla warfare and stealth tactics creates a unique and immersive experience, blending elements of real-time strategy, squad management, and resource gathering into a tense and challenging survival narrative.

The game’s story centers around a group of partisans struggling to survive behind enemy lines after a devastating defeat in 1941. You lead a small, ragtag team that grows over time as you rescue civilians, recruit fighters, and build a makeshift resistance base. The narrative unfolds through character interactions, mission briefings, and environmental storytelling, painting a somber and personal picture of war’s human cost. While the storyline itself is somewhat straightforward, the emotional weight comes from the survival struggle and tough decisions you have to make, rather than plot twists or grandiose drama.

Gameplay in Partisans 1941 is defined by tactical stealth and careful planning. Missions often take place in dense forests, villages, and enemy encampments where loud gunfights are a last resort. The game rewards patience and creative problem-solving—silencing enemies quietly, setting traps, and using distractions are key strategies to avoid overwhelming odds. Each mission is essentially a puzzle, where awareness of terrain, line of sight, and enemy patrol patterns can make the difference between success and annihilation. The AI is generally competent, forcing players to think several steps ahead rather than relying on brute force.

Squad management is a core pillar of the experience. You control a team of diverse characters, each with unique skills, strengths, and personalities. As you progress, you can assign roles like scout, sniper, or demolitions expert, and tailor your team’s loadout with weapons and equipment scavenged or crafted from resources. The characters develop over time, gaining experience and new abilities, which adds a light RPG element that increases investment in their survival. However, permadeath is a constant threat—losing a veteran member can be a significant blow, adding emotional stakes to every encounter.

The base-building aspect offers a strategic layer that complements the tactical missions. Your home camp serves as the hub where you manage resources, craft items, and upgrade facilities. Scavenging for food, ammunition, and medicine is essential, and managing limited supplies forces you to prioritize certain upgrades or risk the health and morale of your fighters. The base also acts as a narrative anchor, showing the gradual growth of your resistance and offering moments of respite between missions. This balance between intense combat operations and quiet base management helps pace the game well.

Visually, Partisans 1941 employs a muted color palette and detailed environments that capture the grim reality of Eastern Europe during the war. The isometric perspective allows for clear tactical views of maps, with plenty of environmental detail that supports stealth tactics—bushes for hiding, buildings for cover, and terrain features that affect visibility and movement. While the graphics are not groundbreaking, they are effective and serve the gameplay purpose well. Animations are fluid, and the sound design further enhances immersion, with ambient noises of wildlife and distant gunfire contrasting sharply with the tense silence of stealth operations.

The soundtrack is subtle but effective, blending atmospheric music with the sounds of nature and war to create an immersive auditory experience. Voice acting is competent, with dialogue that adds personality to characters without feeling overdone. The game also includes text logs and mission reports that enrich the worldbuilding, providing historical context and personal stories that deepen player engagement.

Despite its strengths, Partisans 1941 is not without flaws. Some players may find the pacing slow, especially early on when resources and personnel are limited, making missions feel punishingly difficult. The AI, while generally smart, occasionally exhibits pathfinding issues or inconsistent enemy awareness, which can lead to frustrating moments. Additionally, the game’s learning curve can be steep, particularly for players unfamiliar with tactical stealth games, as success often requires trial, error, and careful micromanagement. The UI is functional but occasionally cluttered, and some mechanics could benefit from clearer tutorials or in-game guidance.

In summary, Partisans 1941 offers a thoughtful and immersive take on World War II tactics, focusing on the gritty reality of guerrilla warfare rather than grand battles. Its blend of stealth, squad management, and base-building creates a compelling survival experience that challenges players to think strategically and value every life in their small band of resistance fighters. While it may not appeal to those seeking fast-paced action or historical epics, it shines as a tactical gem for players who appreciate methodical gameplay and a sobering portrayal of wartime resilience. For fans of strategy games with a focus on stealth and story-driven survival, Partisans 1941 is a worthy and rewarding journey into the shadows of history.

Rating: 7/10",True,1,0,1601,1125,0,1755748090,2025-08-21 03:48:10,26.683333333333334,18.75
"Very enjoyable, if rough around the edges. It's Commandos but Soviet, which is pretty unique. Stealth is tough but fair, and combat is short and brutal. One thing I really enjoyed is setting up ambushes: usually in tactical stealth games, gunfire is an absolute last resort or exclusively for when you're already detected. In this game, it's part of the strategy to start a gunfight on your own terms; set up crossfires, take up cover positions, put down mines. If done well, you can take down a group of fascists within a few shots without the rest being any the wiser, and pulling that off without injures on your side is satisfying.

Some things are definitely janky -- especially the UI would benefit from getting another pass, and I confess to peeking at a guide to get some basic tips to get me started because the tutorials leave much to be desired. The story is thin and strangely a-political, which seems a waste of an opportunity to show a seldom-seen perspective on the war. Party members are decently written but the enemies are all cartoonishly evil nazis, which is to say it's all pretty shallow. 

Cool game nonetheless, I'd recommend it for fans of XCOM and I'd be interested in a sequel.",True,8,1,1471,1471,0,1755532471,2025-08-18 15:54:31,24.516666666666666,24.516666666666666
"Good concept, decent gameplay, but the voice acting and ""screen writing"" was just not good. I didn't care for this game, and after playing for some time I soon realized that I wasn't even remotely invested in it.",False,0,0,356,356,0,1755055955,2025-08-13 03:32:35,5.933333333333334,5.933333333333334
"I bought this game with discount. Stealth game speaking, Shadow Tactics: Blades of the Shogun is better than this one. At least, I enjoy shadow tactics more than this game.

The UI of this game is quite bad to be honest. For example, the enemy maybe able to see through obstacles but the vision marker say no. Or, there is a very tiny & narrow vision marker whenever there is a window. The inventory system is horrible. You cannot tell whether a gun is Rifle / Shortgun / SMG by reading the text. A rifle may requires ammo from pistol etc.

The camp site play is literally not useful or fun at all.

There are a lot of squad members but you can send at most 4 characters to the battlefield or even 3 most of the time. Even the last episod, I can only send 3 members. The story also ended suddenly.

If Shadow Tactics is 8/10, this one will be 6.5/10 as the story is not attractive & the gameplay is not really enjoyable.",False,0,0,1675,1675,0,1754961412,2025-08-12 01:16:52,27.916666666666668,27.916666666666668
"If you've played any Mimimi games before, I'd say you can skip this one. It's not that it's bad, but the controls feel a bit clunky, especially during stealth. I couldn't bear to continue playing; it just wasn't fun, even after trying to open my mind. Personally, I probably won't be playing this again.",False,7,0,383,383,0,1754825672,2025-08-10 11:34:32,6.383333333333334,6.383333333333334
"7/10
The amount of propaganda is... A bit too much, to be honest. 
But if you can look past that, possibly by imagining or pretending that this is a purely fictional scenario where there's a clear difference between the 'good' guys and the 'bad' guys (in a war, there never is), then this game, as a game, is pretty good.

The pros:
+Decent writing for a story-driven game, pretty engaging if you're into war themes, and the dialogues between characters are fun
+The stealth is the main way in which you play, but there are several ways in which you can just burst in and shoot everyone, if you so choose
+Building the camp and gathering companions and resources is pretty fun if you are into that
+The gameplay is pretty much a little-less-polished version of XCOM, though perhaps not as complex. This is fine by me since XCOM was hell to complete, so if you're looking for a strategy game but you don't want to burn your brains out, this is probably for you

The cons:
-The propaganda is everywhere, and since it's a story-driven game it gets exhausting unless you uh... Completely agree with communism? Or you accept that it's fiction, which is what I did
-It has some bugs but they are few, and as far as I've played there's nothing that can't be fixed with a quick save/quick load, just make sure to save often
-If you play proper, you can build and complete the camp a little too early, which leaves you without too many goals before you even reach half the game. Since the game is also pretty long, camp activities get a bit repetitive a little too early",True,1,1,1997,1690,0,1753730487,2025-07-28 19:21:27,33.28333333333333,28.166666666666668
"Comrades! Partisans 1941 is not merely a game — it is a heroic ode to the brave souls who resisted the fascist invaders on our sacred soil. This tactical masterpiece captures the essence of guerrilla warfare behind enemy lines, where every bullet counts and every comrade is precious. For the Motherland!",True,21,2,1486,1353,0,1753536264,2025-07-26 13:24:24,24.766666666666666,22.55
"It's pretty fun and engaging. 

Having limited resources makes you really think about how to go about progressing in the missions, after all finding yourself in the middle of a firefight without enough bullets ain't fun :D This also extends to how you plan out what to do per day in camp, making sure you have enough resources to go thru the next days or for your buildings/crafting.",True,0,0,1103,213,0,1753430998,2025-07-25 08:09:58,18.383333333333333,3.55
"The strategy game is pretty good. The storyline is great. The music and sound effects are pretty average. Unfortunately, considering that this game was made in 2020, it has very poor graphics even at the highest graphics settings. It feels like it was made in 2000. However, at the moment we are witnessing a graphic revolution and a new generation among the world's most reputable creators and companies in the gaming world. Overall, this game is average in my opinion. I hope that in future games we will see games with great graphics and storylines.
The game should also be made in a neutral way. It is true that World War II was a disaster for the world in every sense of the word, but imagine yourself for a moment as a German soldier doing his duty. So the game should not be made with malice or anger.
",True,0,0,83,78,0,1753298679,2025-07-23 19:24:39,1.3833333333333333,1.3
"Coming from Mimimi stealth games, Partisans 1941 is really bad. Not only genre wise, but also game optimizations (less than 35 FPS on RTX 3070 laptop and GTX 1080 desktop), and gameplay wise (commands not registering correctly, parallax errors, and harder to stealth kill the more player controlled characters involved because time to alert is tight). Enemy time to be alert is quite important because player characters automatically switch to noisy, range weapons once that happens. I have better games to finish so I'm not finishing this one.",False,3,0,898,898,0,1752808472,2025-07-18 03:14:32,14.966666666666667,14.966666666666667
