review_text,rating,helpful,funny,playtime_forever,playtime_at_review,playtime_last_two_weeks,timestamp,datetime,playtime_forever_hours,playtime_at_review_hours
"Going into this blind I am very surprised how fun and engaging this game was. Its story, voice acting, and direction were believable for the time. And I believe Brothers In Arms is the only game that is a fps with meaningful squad mechanics, not like some top down game, no you are on the battlefield with them  You cannot defeat the enemies by yourself, you have to use your squad, they are at your command wherever you tell them to go and what enemies to concentrate fire on. When your squads and yourself fire enough at a enemy a grey circle appears indicating that the enemy has their heads down and its safe to move your squads. You got your bazooka guys, machine gun guys and the normal assault ones, and with every level having multiple flanking routes it gives a lot freedom for strategy. What really ties it together is the immersion, you really feel like a squad leader in WW2, Everyone yelling, bullets firing all over the place destroying cover, rockets launchers and tanks firing rockets, explosions going off, dirt getting kicked up, it does a really good recreating the chaos of war and its up to you to control your squads and push the line to kill the enemy. And since the ally AI will go where you tell them to, if someone gets killed its 100% your fault. The game isn't 11 hours long, but i restarted the checkpoint every time i got someone killed so i can proudly say I completed the entire game with no casualties. The game isn't perfect as it does show its age in places, you can only sprint in a straight line, the actual first person shooting ok but not good, for some reason there a few levels you are by yourself and its not that fun to play those and a couple levels near the end my ai wouldn't shot at the enemy at all, luckily quitting to menu and reloading fixes that, there are tank missions and they are okay its pretty basic. Overall I loved this game, especially when you are advancing in a area with heavy enemy resistance, and you use your strategy skills to position squads, move them when needed to and fight yourself to in the end kill everyone without suffering a single casualty on your team. Its worth the 10$ it costs but it goes on sale for 3$. Gearbox make another one of these! I would love a modern version of this",True,2,0,674,674,0,1760152762,2025-10-11 03:19:22,11.233333333333333,11.233333333333333
"Great story line and pretty good graphics. Over all it is a decent game. But the game play and 3rd person and 1st person mechanics are just out right terrible. They were designed to eat up time to prolong in game time. This game is a cover shooter that the punishes the player for trying to use any form of accuracy when taking shots at enemies. Aim and pray are the mechanics when in 3rd person, didn't like that one bit. By the end of the game all I wanted to do was get through the stages as quickly as possible to get on with the story line. Don't give players the option to aim when every 2 out of 10 taken land hits. Best advice is to mod it and make the aiming more accurate.",True,0,0,915,915,0,1758797003,2025-09-25 10:43:23,15.25,15.25
Really wish they continued the series... I loved the story line i loved how the characters. conmunicate with another like a movie. and 100% love how you can litterly control a squad. Really disapointed they did not make a 4th one.. really want to know what happens next.... please someone please convince a game company to remake the entire game and add a 4th one to finish it. I think this game evolved alot of 1st person games.,True,0,0,462,14,0,1757017156,2025-09-04 20:19:16,7.7,0.23333333333333334
"Really solid shooter with a much appreciated realistic story, and has an awesome squad mechanic. Unfortunately there are some bugs where your men will get stuck in geometry. I've got stuck myself once too. Other than that it really holds up, and would be a perfect game for a future remaster with updated visuals.",True,4,0,299,218,0,1756236570,2025-08-26 19:29:30,4.983333333333333,3.6333333333333333
"first half is just fine, but second half is broken. half the time you position your squad they won't attack. sometimes it seems like the cover is too high (but it's not too high for me). sometimes it seems like the ground is uneven and so they can't attack (but not too uneven for me). 
because of all that, in the last couple levels I had to do most everything which defeats the entire fun of having squads to command",False,0,0,550,550,0,1754362478,2025-08-05 02:54:38,9.166666666666666,9.166666666666666
"This game is a fond memory and a nice walk down memory lane. It's aged well, as exciting as the day it was released. I played it actively on both PC and Console; it's nice to pop back in from time to time. I sure hope some passionate developer(s) will pick up where the series left off someday!",True,7,0,1980,1980,0,1754209705,2025-08-03 08:28:25,33.0,33.0
"This steam version of the game has saving issue. My progress isn't getting saved at all, i had to restart chapters 3 times from start. Settings are also not saved.
The game was a masterpiece as I completed it nearly 10 years ago from my brother's PC. Now that i bought the game and such experience i had I wouldn't recommend it buying.
EDIT: Disgusting I complete almost 80% of the mission, and then due to some saving bug again im back to mission 3. Very much disgusted",False,4,2,490,490,0,1754145956,2025-08-02 14:45:56,8.166666666666666,8.166666666666666
"Just as fun as I remember it being. The controls are still clunky, and despite the disclaimer on the store page, an Xbox controller functions just fine and makes it a bit more playable.",True,4,1,281,212,0,1753936427,2025-07-31 04:33:47,4.683333333333334,3.533333333333333
"Personally, I enjoyed this latest iteration of the Brothers in Arms series by Gearbox. The graphics and gunplay were improved over the previous titles. I liked the explosion and headshot slow-mo kill cams which can get brutal/gory. The soundtrack was pretty good too. They also added a sprint feature which was fine since having something was better than having nothing.

The story telling was fairly good, emotional, and ties up some events from the previous games in the series. They also added a tank mission or two that you get to fully control one.

This game focuses more on using the new cover system that was implemented. Your accuracy is greatly improved while in cover which adds a level of sustainability so you do not die while fighting and can quick duck back to cover if needed.",True,1,0,1078,1078,0,1753543168,2025-07-26 15:19:28,17.966666666666665,17.966666666666665
"Controllers ARE supported but require the in game button mapping to be reconfigured in the settings menu. I recommend erasing all the keyboard mappings and only using the controller if you want to use one. I only had to change a few of the commands to get it all working. Had 3 or 4 hangups with the controller not responding at random times but you can just pause with the [ESC] key and then un-pause with the controller to fix it. 

Was cool to replay this as an adult after beating it as a kid. I had flashbacks of the different environments and situations but the graphics are way better on PC than what I remember from the PS2.

HOPEFULLY this series gets a remaster or a new series of games in the near future.",True,10,0,625,625,0,1753062555,2025-07-21 01:49:15,10.416666666666666,10.416666666666666
This game i played when i was 12 - 13 and Omg was a sexy game back then and now seeing it again is like wow brought me back a lot of child hood memories of this game i love the squad control the shooting the graphics and visuals and the acting of characters amazing i recommend this game.,True,2,1,1055,1055,0,1752531353,2025-07-14 22:15:53,17.583333333333332,17.583333333333332
Good ass game. a little janky on pc but it played good and i had fun. Nostalgia was a big factor for me. to play this again since i was a kid was cool. the story is ehhh but it never was that great. not like the the other games. either way i lovedn every moment. the tank bit was cool and the asylum part was awesome too. as a ww2 junkie this game is satisfying.,True,0,0,816,381,434,1751939262,2025-07-08 01:47:42,13.6,6.35
"A type of squad combat I can't believe hasn't been done more. This last offering in the series improves the combat mechanics over its predecessors. It is a bit too 'Hollywood' for my taste in terms of the various emotional subplots but it's good this series puts some effort in to fleshing out the characters, particularly when looking after your team is essential. It's a real shame the story hasn't yet been allowed to continue, would love to see this series continue to evolve, particularly when Bastogne is next!",True,0,0,802,802,0,1751672337,2025-07-04 23:38:57,13.366666666666667,13.366666666666667
The game wasn't as enjoyable as I remember it being as a kid. But the sub-plot about the American Paratroopers wielding a gun that steals the souls of those who hold it is ♥♥♥♥♥♥♥ hilarious.,True,1,0,72,72,0,1751242008,2025-06-30 00:06:48,1.2,1.2
"I've known this series since I was a kid, and I can truly say it's very underrated. I believe Hell's Highway still holds up relatively well graphically, especially considering it's a 2008 title. It's not the prettiest game out there, but it still looks good and runs quite smoothly. I can even say it works out of the box with minimal fuss.

The story in this installment can be a bit lacking at times, feeling a bit forced or rushed, but overall, it's decent. So, why does the small Brothers in Arms series still hold a special place in my heart? Because it offers an authentic feeling and the true emotion of war – a thin thread for this genre of games, especially back when many aspects were still being tested. I can still see certain elements that feel like they were in a testing phase.

It's a shame the series stopped here. I think it would have been great to get one more farewell title, especially for us veterans who played or knew the series since its inception. But what more can you ask for? It's Ubisoft, and considering their recent releases, we're definitely not going to see a similar title or a series of this caliber anytime soon.",True,2,0,512,512,0,1750508762,2025-06-21 12:26:02,8.533333333333333,8.533333333333333
"After the first two really solid entries in the series, came the modern hardware, but with that, also came the ""Call of Duty""-sation of the game..
Pros:
-Improved gunplay
-Some of the visuals are still holding today and look spectacular
-One of the few First Person Shooter representations of the Operation Market Garden(maybe the only one, not sure about it tho)
Cons:
-The same improved gunplay, although prefered by most, makes the game the old ""One-man army"", and mostly renders the usage of squads useless, unless its tanks where you need to use the bazooka team
-The story turned cheesier and Hollywood-ish
-The tank gameplay: you no longer have a tank to command around, but you are the one playing as the tank, which is just a point and click section, not even 88's or other panzers being a real threat to you compared to the first two games where sending your tank just slightly awry, could mean the end of it

Concluding, from the first two games, which are revered as one of the most authentic WW2 games, with real locations and missions, to a ""Call of duty""-like story of the war, with predictable moments and toned-down difficulty. Nonetheless, a solid entry, and sadly the last one in the franchise..",True,0,0,437,437,0,1749992068,2025-06-15 12:54:28,7.283333333333333,7.283333333333333
"Make Another Brother's in arms game it's been 17 years, Borderlands is a over-beaten dying horse that's dying fast, that's filled with nothing but spyware/bloatware and filled with EULA inexcusable trash. Make something better with actual quality Randy Pissfart.",True,24,3,389,389,0,1749519097,2025-06-10 01:31:37,6.483333333333333,6.483333333333333
"Very cutscene-heavy compared to the previous games, and I don't care for the linear tank levels. That aside, the gameplay takes a step forward with its destructible cover and new bazooka team. Shooting feels better too, and the contextual third-person camera makes commanding your squad notably easier.",True,3,0,1460,1401,0,1748640415,2025-05-30 21:26:55,24.333333333333332,23.35
"This game aged so much more gracefully than the previous entries in the series. I can fully recommend it. Mainly due to its gameplay mechanics.

[h3] Gameplay [/h3] 

From my point of view previous entries are close to unplayable today. Gun accuracy there is so atrocious you can not take out an enemy from more than 6 meters away. Here this issue is completely gone. Especially with aim down sights weapons you often can hit an enemy on very long distance. However they still managed to balance the gameplay in such a way that player is forced to engage with squad mechanics. So while the core gameplay loop is the same - suppress enemy from front and flank from sides it feels much more natural here and not forced like in previous titles. Not like everything is perfect of course. The AI isn't the smartest so lot your squadmates deaths feel like the games fault rather than the players. Still these are minor gripes and the game is perfectly playable and enjoyable, even on harder difficulties. 


[h3] Story and setting [/h3]

The story is quite good, if you have played the previous entries. By itself it really doesn't stand on its own. The setting has been done to death at this point so it's hard to be impressed. In fact I don't know if the writers missed it during their research but there are other US divisions than 101 and 82 - many of them have done equally impressive things. The writers clearly have some talent so it would have been nice if they gave a try to idk Italy, Africa, British in Burma, or just any heck even other divisions from XVII Airborne corps.

[h3] Missions [/h3]

There are some 9 missions in the game. Most set it Neatherland countryside or small cities. Each one is fairly linear - with just enough sidepaths to enable the gameplay loop - suppressive fire and flanking. As for objectives they aren't anything special -  but given the story anything more special would feel out of place. You play as 101s not some super special forces operating deep behind enemy lines. So we get standard WW2 mix of shooting and disabling tanks/flaks. If the game was longer - currently it takes some 7 hours on harder difficulty, maybe 5 if you run on a easier ones - I guess it would get stale.  But the gameplay loop has enough substance to make even these generic levels feel interesting for the whole runtime.

[h3] Conclusion [/h3]

If you are in a market for WW2 shooter and don't strictly want a one man army experience give it a try. Also don't bother checking out older titles. Sure the story will suffer but the gameplay here is so much better representation of what the devs wanted to achieve it's almost uncomparable.",True,2,0,467,303,0,1748537979,2025-05-29 16:59:39,7.783333333333333,5.05
More of a standard high quality FPS with squad mechanics than a classic BiA squad heavy game. You could solo huge parts of the game with the Kar98 and the exceedingly high accuracy.,True,1,0,580,580,0,1747817584,2025-05-21 08:53:04,9.666666666666666,9.666666666666666
"The is a very good game even if the story and gameplay is short, i had fun in each level.

a much needed remaster of all brothers in arms.

the game ran very well without any issues.

i would recommend this game

7/10",True,1,0,380,380,0,1747624149,2025-05-19 03:09:09,6.333333333333333,6.333333333333333
"Worse brother in arms, couldnt get hooked, gameplay mechanic made me delete the game, but earn in blood and road to hill 30 are good, Deus Ex Mankind Divided is better than that has well, this brother in arms in comparison to the others 2 mains brother in arms is like the difference beetween Deus Ex Mankind Divided and Crysis, both share the same concept but the newer game is far less well finished and well done than the older game, yes I think Crysis beat Deus Ex Mankind Divided. For example we see how messed up it is for first person shooter to have to hold shooting bouton more than 1 second before the character shoot, it aint like that in the others 2. Nonethless that brother in arms has the most badass title for what it is.",False,0,2,14,14,0,1747578413,2025-05-18 14:26:53,0.23333333333333334,0.23333333333333334
